;user_id;sex;university;faculty;graduation_year;faculty_type;outMinTransactionTime;outMaxTransactionTime;outMinCost;outMaxCost;outSumCost;outTransactionsCount;outAvgCost;outMinGap;outMaxGap;outEndTime;outCategoriesCount;inMinTransactionTime;inMaxTransactionTime;inMinCost;inMaxCost;inSumCost;inTransactionsCount;inAvgCost;inMinGap;inMaxGap;inEndTime;inCategoriesCount;cash_acts;credits;bookmaker_in;bookmaker_out;bookmaker_delta;online_games_in;online_games_out;online_games_delta;target
6325;10899;Муж;ТвГТУ;Инженерно-строительный;2016;Engin;10;30;150;500;1750;7;250.0;3;5;7;3;15;30;100;600;1600;7;228.571;2;6;7;1;5;0;0;0;0;0;1000;1000;80.773
6326;10904;Муж;Воронежский ГАСУ;Дорожно-транспортный (бывш. Механико-автодорожный);2016;Engin;2;25;100;3400;13250;44;301.13599999999997;1;6;12;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;13250;13250;80.773
6327;10906;;НГПУ им. Козьмы Минина;Управления и социально-технических сервисов;2018;Engin;4;29;10;6500;14630;9;1625.56;0;7;8;5;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;60;60;80.773
6328;10921;Муж;НГТУ им. Алексеева;Институт транспортных систем (бывш. Автомобильный, Морской и авиационной техники);2018;Engin;14;31;10;1900;7630;52;146.731;0;3;6;4;15;29;200;1600;7850;34;230.882;0;4;8;3;10;0;0;340;340;0;0;0;80.773
6329;10922;Муж;НГПУ им. Козьмы Минина;Управления и социально-технических сервисов;2015;Engin;1;28;10;2800;2900;4;725.0;6;21;9;3;1;28;100;2900;3000;3;1000.0;27;27;9;1;2;0;0;0;0;0;0;0;80.773
6330;10930;;МИ (ф) ВлГУ им. Столетовых;Машиностроительный;2016;Engin;1;11;60;71900;757650;2634;287.642;0;2;26;9;1;9;24000;99000;758000;99;7656.57;1;1;28;1;9;0;0;23000;23000;0;35900;35900;80.773
6331;10944;Муж;ННГАСУ;Инженерно-экологических систем и сооружений (ФИЭСиС);2014;Engin;1;34;10;3300;4820;8;602.5;2;10;3;6;4;34;10;3400;3410;2;1705.0;30;30;3;1;2;0;0;0;0;0;0;0;80.773
6332;10948;;НГТУ им. Алексеева;Институт ядерной энергетики и технической физики (бывш. ФТФ);2014;Engin;1;15;30;3700;6210;51;121.765;1;3;22;1;1;14;2000;3700;5700;4;1425.0;13;13;23;1;2;0;0;0;0;0;6210;6210;80.773
6333;10950;;ННГАСУ;Инженерно-строительный (ИСФ);2016;Engin;1;19;50;450;1180;8;147.5;1;6;18;3;12;19;200;300;500;2;250.0;7;7;18;1;2;0;0;0;0;0;900;900;80.773
6334;10956;;МГАУ им. Горячкина;Технический сервис в АПК;2017;Engin;1;1;40;40;40;1;40.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6335;10973;;РГРТУ;Радиотехники и телекоммуникаций;2016;Engin;7;22;10;200;350;6;58.3333;1;7;15;4;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;200;200;80.773
6336;10978;;Университет ИТМО;Лазерной и световой инженерии (ранее ИФФ, ФОИСТ);2017;Engin;15;23;10;1000;1910;8;238.75;1;6;14;2;15;17;400;1000;1900;4;475.0;1;1;20;1;3;0;0;0;0;0;1900;1900;80.773
6337;10981;;СПбГЭТУ (ЛЭТИ);Электроники (ФЭЛ);2014;Engin;4;4;10;10;10;1;10.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6338;10984;Муж;Университет ИТМО;Лазерной и световой инженерии (ранее ИФФ, ФОИСТ);2018;Engin;2;36;20;5100;46810;201;232.886;0;1;1;10;2;36;100;6000;46850;79;593.038;0;1;1;4;31;0;2850;17200;14350;0;350;350;80.773
6339;10985;Жен;СПбГПУ Политех;Инженерно-экономический институт;2014;Engin;1;35;10;11100;64310;51;1260.98;0;8;2;7;1;35;100;9000;71950;53;1357.55;0;8;2;2;25;1;0;0;0;0;0;0;80.773
6340;10989;;СПбГАСУ;Автомобильно-дорожный;2014;Engin;1;9;50;1100;1450;3;483.333;1;7;28;2;1;1;1100;1100;1100;1;1100.0;0;0;36;1;0;0;0;0;0;0;0;0;80.773
6341;10990;;СПбГЭУ (ранее ФИНЭК, ИНЖЭКОН, СПбГУСЭ);Сервиса (Институт сервиса автотранспорта, коммунальной и бытовой техники СПбГУСЭ);2017;Engin;7;18;30;150;180;2;90.0;11;11;19;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;180;180;80.773
6342;10992;;СПбГПУ Политех;Институт машиностроения «ЛМЗ-ВТУЗ»;2015;Engin;5;18;70;29200;38520;12;3210.0;0;5;19;3;6;18;600;29700;38600;6;6433.33;1;8;19;1;5;1;0;0;0;0;320;320;80.773
6343;10995;Жен;Горный университет (бывш. СПГГУ);Строительный;2015;Engin;25;29;50;100;210;3;70.0;1;3;8;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6344;11002;;СПбГУАП;Институт радиотехники, электроники и связи;2018;Engin;1;10;40;1500;2490;6;415.0;1;6;27;2;1;4;50;1500;2500;4;625.0;0;3;33;3;3;0;0;0;0;0;0;0;80.773
6345;11007;Муж;СПбГПУ Политех;Институт машиностроения «ЛМЗ-ВТУЗ»;2014;Engin;7;31;10;5000;24010;12;2000.83;0;6;6;5;7;25;50;6000;24650;10;2465.0;1;10;12;1;7;1;0;0;0;0;0;0;80.773
6346;11008;Муж;СПбГЭТУ (ЛЭТИ);Электротехники и автоматики (ФЭА);2015;Engin;5;36;50;5000;36050;91;396.154;0;5;1;7;5;35;100;6200;38000;52;730.7689999999999;0;5;2;2;23;0;0;0;0;0;12760;12760;80.773
6347;11014;Муж;СПбГПУ Политех;Инженерно-строительный институт;2016;Engin;7;28;10;2100;5280;22;240.0;1;7;9;5;7;7;2200;2200;2200;1;2200.0;0;0;30;1;1;0;0;0;0;0;2490;2490;80.773
6348;11016;Жен;Горный университет (бывш. СПГГУ);Строительный;2014;Engin;2;35;10;4300;37560;65;577.846;0;6;2;9;2;35;40;4000;37640;49;768.163;0;6;2;3;22;1;0;0;0;0;13350;13350;80.773
6349;11018;;СЗТУ (бывш. СЗПИ);Институт интеллектуальных электронных систем (бывш. Радиоэлектроники);2014;Engin;5;16;10;400;450;4;112.5;1;10;21;2;10;10;10;10;10;1;10.0;0;0;27;1;0;0;0;0;0;0;0;0;80.773
6350;11030;;АГТУ (бывш. АЛТИ);Институт строительства и архитектуры;2016;Engin;12;15;30;200;530;6;88.3333;1;1;22;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;330;330;80.773
6351;11031;Муж;ЧГУ;Инженерно-технический институт;2018;Engin;6;27;20;1500;1520;2;760.0;21;21;10;2;27;27;1600;1600;1600;1;1600.0;0;0;10;1;1;1;0;0;0;0;0;0;80.773
6352;11038;;РГУ им. Канта (бывш. КГУ);Физико-технический институт;2017;Engin;3;12;10;600;910;4;227.5;3;6;25;3;3;6;300;600;900;3;300.0;3;3;31;1;2;0;0;0;0;0;300;300;80.773
6353;11042;;УГНТУ;Механический;2014;Engin;13;14;500;800;1300;16;81.25;1;1;23;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;1300;1300;80.773
6354;11062;Муж;СурГУ;Политехнический институт;2015;Engin;16;33;40;14400;26440;6;4406.67;0;8;4;4;23;33;3500;14400;26400;4;6600.0;2;8;4;1;3;1;0;0;0;0;3400;3400;80.773
6355;11066;;СурГУ;Политехнический институт;2017;Engin;1;1;10;10;10;1;10.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6356;11070;;ТюмГАСУ;Строительный институт;2018;Engin;6;11;20;1400;3980;15;265.33299999999997;0;3;26;3;6;11;600;1500;3400;7;485.714;1;4;26;2;3;0;0;0;0;0;1260;1260;80.773
6357;11074;Жен;ТюмГАСУ;Инженерно-экономический институт;2016;Engin;27;29;350;450;1200;3;400.0;1;1;8;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6358;11080;;АГЗ ОКЗ;Командно-инженерный №2;2018;Engin;1;6;70;300;670;5;134.0;1;3;31;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6359;11084;;ИНЭКА (КамПИ);Строительный;2014;Engin;17;17;1200;1200;1200;1;1200.0;0;0;20;1;17;17;1300;1300;1300;1;1300.0;0;0;20;1;1;1;0;0;0;0;0;0;80.773
6360;11089;Муж;УГЛТУ;Институт лесопромышленного бизнеса и дорожного строительства;2016;Engin;7;32;20;700;2450;19;128.947;0;15;5;4;7;32;150;800;2500;10;250.0;1;19;5;1;6;0;0;0;0;0;920;920;80.773
6361;11090;;УГТУ-УПИ;Механико-машиностроительный институт;2017;Engin;1;17;10;1100;5090;20;254.5;0;6;20;8;3;11;150;3800;16950;23;736.957;0;2;26;2;10;0;0;0;0;0;0;0;80.773
6362;11093;;УГТУ-УПИ;Электротехнический (УралЭНИН);2015;Engin;2;2;30;30;30;1;30.0;0;0;35;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;30;30;80.773
6363;11100;;НИУ МЭИ (МЭИ ТУ);Инженерно-экономический институт (бывш. ИИЭБ, ИМЭЭП);2018;Engin;16;18;700;800;1500;2;750.0;2;2;19;2;18;18;900;900;900;1;900.0;0;0;19;1;1;0;0;0;0;0;700;700;80.773
6364;11106;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Физико-технический;2016;Engin;6;6;80;80;80;3;26.6667;0;0;31;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;80;80;80.773
6365;11107;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Автомеханический;2015;Engin;5;28;10;1300;2660;12;221.667;1;6;9;2;5;11;300;600;900;4;225.0;6;6;26;1;2;0;0;0;0;0;2650;2650;80.773
6366;11108;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Институт электронной техники и машиностроения;2016;Engin;13;19;600;2400;3000;3;1000.0;6;6;18;2;13;19;600;2400;3000;3;1000.0;6;6;18;1;2;1;0;0;0;0;600;600;80.773
6367;11116;;СамГТУ;Электротехнический;2018;Engin;13;34;10;600;1360;4;340.0;3;10;3;3;13;34;150;600;1350;3;450.0;3;18;3;1;3;0;0;0;0;0;750;750;80.773
6368;11123;;СНИУ (бывш. СГАУ им. Королева);Институт электроники и приборостроения (Радиотехнический);2018;Engin;20;20;800;800;800;1;800.0;0;0;17;1;20;20;900;900;900;1;900.0;0;0;17;1;1;0;0;0;0;0;0;0;80.773
6369;11139;;ВолгГАСУ;Институт строительства и жилищно-коммунального хозяйства;2014;Engin;1;28;10;600;4370;30;145.667;0;7;9;5;1;22;40;800;4390;23;190.87;1;6;15;1;11;0;0;0;0;0;2350;2350;80.773
6370;11141;Муж;ВолгГТУ;Электроники и вычислительной техники;2016;Engin;1;33;10;2200;26730;240;111.375;0;6;4;8;1;27;50;3000;22600;108;209.25900000000001;1;1;10;1;27;0;0;0;0;0;1570;1570;80.773
6371;11145;;ВолгГАСУ;Институт транспортных, инженерных систем и техносферной безопасности;2017;Engin;1;10;10;2400;4410;11;400.909;0;6;27;5;1;4;1000;2400;4400;3;1466.67;1;2;33;1;3;1;0;0;0;0;500;500;80.773
6372;11147;;МарГТУ;Института механики и машиностроения (бывш. Механико-машиностроительный);2015;Engin;4;12;500;2000;2500;4;625.0;8;8;25;1;4;12;500;2000;2500;4;625.0;8;8;25;1;2;0;0;0;0;0;0;0;80.773
6373;11148;;МарГТУ;Института механики и машиностроения (бывш. Механико-машиностроительный);2015;Engin;4;4;20;20;20;1;20.0;0;0;33;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;20;20;0;0;0;80.773
6374;11150;;МарГТУ;Радиотехнический;2014;Engin;1;17;10;800;4690;55;85.2727;0;7;20;5;2;8;200;1500;2800;8;350.0;1;2;29;1;5;0;0;0;0;0;1500;1500;80.773
6375;11151;Муж;МарГТУ;Радиотехнический;2015;Engin;1;36;10;11500;43890;66;665.0;0;6;1;7;1;35;100;12200;34300;21;1633.33;1;8;2;1;15;0;0;0;0;0;7650;7650;80.773
6376;11153;Муж;МарГТУ;Института механики и машиностроения (бывш. Механико-машиностроительный);2017;Engin;7;28;10;600;2380;17;140.0;0;7;9;6;10;28;100;700;1850;8;231.25;0;8;9;3;6;0;0;0;0;250;370;120;80.773
6377;11155;Муж;МарГТУ;Института механики и машиностроения (бывш. Механико-машиностроительный);2017;Engin;3;33;100;500;2250;11;204.545;1;15;4;2;3;33;100;500;1650;7;235.71400000000003;1;15;4;1;6;0;0;2150;2150;0;0;0;80.773
6378;11164;;УГНТУ;Механический;2016;Engin;4;4;50;70;120;2;60.0;0;0;33;2;4;4;70;70;70;2;35.0;0;0;33;1;0;0;70;50;-20;0;0;0;80.773
6379;11169;;СамГУПС;Системы обеспечения движения поездов (Электротехнический);2015;Engin;1;20;10;250;620;9;68.8889;0;6;17;4;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;300;300;80.773
6380;11175;;СГСХА;Инженерный;2015;Engin;7;13;10;500;530;3;176.667;0;6;24;2;7;7;500;500;500;1;500.0;0;0;30;1;1;0;0;0;0;0;500;500;80.773
6381;11176;;СамГТУ;Электротехнический;2015;Engin;2;16;10;1700;2410;16;150.625;0;6;21;4;1;9;50;1700;2250;8;281.25;0;7;28;2;3;0;0;0;0;0;1850;1850;80.773
6382;11177;;СамГТУ;Инженерно-экономический;2015;Engin;1;27;10;8800;44310;186;238.226;0;6;10;8;1;21;10;7400;43270;108;400.648;0;1;16;4;23;0;0;0;0;0;13350;13350;80.773
6383;11182;Муж;СГАСУ;Промышленного и гражданского строительства;2015;Engin;4;27;50;3200;8500;35;242.857;0;19;10;5;23;27;100;4400;5800;21;276.19;1;1;10;1;0;0;0;0;0;0;0;0;80.773
6384;11183;;СГАСУ;Промышленного и гражданского строительства;2018;Engin;14;16;20;40;100;5;20.0;1;1;21;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6385;11185;;СамГТУ;Инженерно-экономический;2016;Engin;17;17;50;50;50;1;50.0;0;0;20;1;11;11;50;50;50;1;50.0;0;0;26;1;0;0;0;0;0;0;0;0;80.773
6386;11190;;СамГТУ;Электротехнический;2014;Engin;16;16;800;800;800;1;800.0;0;0;21;1;16;16;900;900;900;1;900.0;0;0;21;1;1;0;0;0;0;0;0;0;80.773
6387;11206;;ПГУПС Императора Александра I;Промышленного и гражданского строительства (бывш. Мостов и тоннелей);2018;Engin;4;13;60;1000;1970;7;281.42900000000003;1;6;24;2;4;6;500;1000;2000;3;666.6669999999999;1;1;31;1;3;0;0;0;0;0;0;0;80.773
6388;11209;Муж;СНИУ (бывш. СГАУ им. Королева);Институт электроники и приборостроения (Радиотехнический);2015;Engin;2;27;250;1700;1950;2;975.0;25;25;10;2;27;27;1800;1800;1800;1;1800.0;0;0;10;1;1;0;0;0;0;0;0;0;80.773
6389;11210;Муж;СГАСУ;Промышленного и гражданского строительства;2016;Engin;17;33;20;1400;2560;7;365.714;0;6;4;3;11;31;50;1000;2200;5;440.0;0;12;6;2;5;0;0;0;0;0;0;0;80.773
6390;11215;;СамГТУ;Инженерно-экономический;2018;Engin;7;7;10;10;10;1;10.0;0;0;30;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6391;11219;Муж;СамГТУ (СФ);Инженерно-экономический;2017;Engin;16;36;10;3200;5700;37;154.054;0;4;1;4;16;36;30;3500;7530;18;418.333;0;6;1;2;12;0;0;0;0;30;1410;1380;80.773
6392;11220;;ТГУ (бывш. ТолПИ, филиал СГПУ);Институт машиностроения (бывш. Автомеханический институт);2014;Engin;17;23;30;150;250;3;83.3333;0;6;14;3;17;17;250;250;250;1;250.0;0;0;20;1;0;0;250;0;-250;0;0;0;80.773
6393;11222;;ТГУ (бывш. ТолПИ, филиал СГПУ);Институт машиностроения (бывш. Автомеханический институт);2015;Engin;23;28;30;300;1480;6;246.667;1;1;9;1;17;17;1500;1500;1500;1;1500.0;0;0;20;1;1;0;0;0;0;0;0;0;80.773
6394;11226;Муж;ТГУ (бывш. ТолПИ, филиал СГПУ);Институт машиностроения (бывш. Автомеханический институт);2015;Engin;13;32;50;4000;6370;10;637.0;0;9;5;5;13;32;20;4000;6570;5;1314.0;0;9;5;2;4;0;0;4000;4000;0;400;400;80.773
6395;11227;;ТГУ (бывш. ТолПИ, филиал СГПУ);Институт машиностроения (бывш. Автомеханический институт);2015;Engin;18;18;1400;1400;1400;2;700.0;0;0;19;1;18;18;1500;1500;1500;2;750.0;0;0;19;1;1;0;0;0;0;0;0;0;80.773
6396;11230;;СамГУПС;Системы обеспечения движения поездов (Электротехнический);2017;Engin;13;16;200;4400;4600;5;920.0;3;3;21;2;13;16;200;14400;14600;7;2085.71;3;3;21;1;2;0;0;4400;4400;0;0;0;80.773
6397;11231;Муж;СамГУПС;Подвижной состав и путевые машины (Транспортной техники и сооружений);2014;Engin;4;35;10;800;1570;11;142.727;1;9;2;4;4;35;50;800;1550;8;193.75;1;15;2;1;7;0;0;0;0;0;0;0;80.773
6398;11238;;СамГТУ (СФ);Инженерно-экономический;2014;Engin;1;21;20;1500;3690;22;167.727;0;6;16;4;1;15;300;1600;3300;4;825.0;4;6;22;1;4;0;0;0;0;0;0;0;80.773
6399;11243;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Строительно-архитектурно-дорожный институт;2014;Engin;1;16;10;700;2960;19;155.789;0;6;21;3;1;10;100;900;2950;10;295.0;1;3;27;1;7;0;0;0;0;0;0;0;80.773
6400;11244;Муж;БИТИ НИЯУ МИФИ (бывш. БИТТУ (филиал СГТУ));Энергетический (бывш. Инженерно-строительный);2014;Engin;1;35;80;1600;4970;18;276.111;0;9;2;2;1;35;90;1600;4190;14;299.286;1;15;2;1;8;0;0;0;0;0;4190;4190;80.773
6401;11247;;БИТИ НИЯУ МИФИ (бывш. БИТТУ (филиал СГТУ));Энергетический (бывш. Инженерно-строительный);2014;Engin;2;10;10;2100;2630;6;438.333;1;6;27;3;2;4;10;1800;2410;4;602.5;1;1;33;2;3;0;0;0;0;0;20;20;80.773
6402;11250;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Институт электронной техники и машиностроения;2017;Engin;7;7;60;60;60;1;60.0;0;0;30;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6403;11251;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Физико-технический;2014;Engin;1;25;10;2600;13460;64;210.312;0;6;12;3;1;19;100;2400;11500;27;425.926;1;5;18;1;11;0;0;0;0;0;13440;13440;80.773
6404;11269;;УВАУ ГА (И) им. Главного маршала авиации Б. П. Бугаева;Летной эксплуатации и управления воздушным движением (Летно-технический);2014;Engin;4;18;10;11500;18910;9;2101.11;0;11;19;5;4;7;5000;13200;23200;6;3866.67;1;2;30;1;3;0;0;0;0;0;0;0;80.773
6405;11271;;КГТУ-КАИ им. Туполева;Институт авиации, наземного транспорта и энергетики;2015;Engin;4;11;30;60;90;2;45.0;7;7;26;2;4;5;30;60;90;2;45.0;1;1;32;1;2;0;0;0;0;0;0;0;80.773
6406;11277;;СГСХА;Инженерный;2014;Engin;7;26;10;450;950;6;158.333;0;8;11;5;15;15;500;500;500;3;166.667;0;0;22;1;1;0;0;0;0;0;0;0;80.773
6407;11286;Муж;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Строительно-архитектурно-дорожный институт;2015;Engin;24;24;1300;1300;1300;3;433.333;0;0;13;1;24;24;1500;1500;1500;3;500.0;0;0;13;1;1;0;0;0;0;0;0;0;80.773
6408;11299;;ПГУ (бывш. ППИ);Вычислительной техники (Политехнический институт);2016;Engin;2;7;10;100;110;2;55.0;5;5;30;2;7;7;100;100;100;1;100.0;0;0;30;1;1;0;0;0;0;0;100;100;80.773
6409;11302;;СНИУ (бывш. СГАУ им. Королева);Институт ракетно-космической техники (Летательных аппаратов);2018;Engin;1;16;10;250;510;3;170.0;1;14;21;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;500;500;0;0;0;80.773
6410;11307;;ПГУАС (ПГАСА);Автомобильно-дорожный институт;2015;Engin;8;8;800;800;800;5;160.0;0;0;29;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6411;11310;;ПГУ (бывш. ППИ);Машиностроения и транспорта (Политехнический институт);2015;Engin;2;17;10;300;710;7;101.429;0;13;20;3;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;150;150;0;0;0;80.773
6412;11312;;ПГУ (бывш. ППИ);Машиностроения и транспорта (Политехнический институт);2017;Engin;2;8;10;350;380;3;126.667;0;6;29;2;2;2;400;400;400;1;400.0;0;0;35;1;1;0;0;0;0;0;0;0;80.773
6413;11313;;ПГУ (бывш. ППИ);Машиностроения и транспорта (Политехнический институт);2014;Engin;10;10;50;50;50;1;50.0;0;0;27;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6414;11321;Муж;ПГУ (бывш. ППИ);Вычислительной техники (Политехнический институт);2018;Engin;10;32;30;1500;4080;16;255.0;0;10;5;4;10;32;100;1500;2700;4;675.0;6;16;5;3;1;0;0;0;0;100;0;-100;80.773
6415;11322;;ПГУАС (ПГАСА);Институт инженерной экологии;2014;Engin;24;24;100;100;100;1;100.0;0;0;13;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6416;11323;Муж;ПГУАС (ПГАСА);Автомобильно-дорожный институт;2014;Engin;27;27;200;200;200;1;200.0;0;0;10;1;27;27;200;200;200;1;200.0;0;0;10;1;1;0;0;0;0;0;200;200;80.773
6417;11327;;ПГУ (бывш. ППИ);Вычислительной техники (Политехнический институт);2017;Engin;1;14;200;2500;5800;20;290.0;1;10;23;2;1;4;200;2500;5200;19;273.684;1;1;33;1;4;0;0;0;0;0;5200;5200;80.773
6418;11330;;ПГСХА;Инженерный;2015;Engin;6;10;10;4900;15410;5;3082.0;0;2;27;3;7;10;3500;8200;15700;4;3925.0;1;2;27;1;3;1;0;0;0;0;0;0;80.773
6419;11341;;УлГТУ;Машиностроительный;2017;Engin;6;6;10;10;10;1;10.0;0;0;31;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6420;11352;;УГАТУ;Авиационных двигателей, энергетики и транспорта;2015;Engin;1;25;10;1500;4360;33;132.121;0;15;12;3;1;10;20;1200;2820;18;156.667;0;5;27;3;5;0;1800;4050;2250;0;0;0;80.773
6421;11356;;МГУ им. Огарева;Институт механики и энергетики;2015;Engin;13;16;100;300;400;3;133.333;3;3;21;1;13;16;100;300;400;3;133.333;3;3;21;1;2;0;0;0;0;0;0;0;80.773
6422;11358;Муж;МГУ им. Огарева;Институт электроники и светотехники (бывш. Электронной техники, Светотехнический);2018;Engin;1;19;10;8300;38120;171;222.924;0;6;18;8;1;12;50;7700;33400;101;330.69300000000004;0;2;25;3;10;0;17900;32950;15050;0;2150;2150;80.773
6423;11365;;КГТУ-КАИ им. Туполева;Институт авиации, наземного транспорта и энергетики;2015;Engin;11;20;20;300;960;15;64.0;1;3;17;3;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;620;620;0;0;0;80.773
6424;11374;Муж;ВолГАУ (бывш. ВГСХА);Электроэнергетический;2018;Engin;13;28;200;250;450;2;225.0;15;15;9;1;13;28;200;300;500;2;250.0;15;15;9;1;2;0;0;0;0;0;0;0;80.773
6425;11377;;ВолгГАСУ;Институт строительства и жилищно-коммунального хозяйства;2015;Engin;2;3;20;80;100;3;33.3333;1;1;34;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6426;11380;;ВолгГАСУ;Институт строительства и жилищно-коммунального хозяйства;2014;Engin;5;14;10;1200;1810;6;301.66700000000003;1;6;23;2;5;8;50;1200;1650;6;275.0;1;2;29;1;0;0;0;0;0;0;1800;1800;80.773
6427;11381;;ВолгГАСУ;Институт строительства и жилищно-коммунального хозяйства;2015;Engin;4;20;10;300;420;4;105.0;3;7;17;2;5;5;100;100;100;1;100.0;0;0;32;1;1;0;0;0;0;0;300;300;80.773
6428;11382;;БГТУ (Военмех);Ракетно-космической техники (А);2017;Engin;33;33;2000;2000;2000;1;2000.0;0;0;4;1;33;33;2100;2100;2100;1;2100.0;0;0;4;1;1;0;0;0;0;0;0;0;80.773
6429;11386;;ВолгГАСУ;Институт транспортных, инженерных систем и техносферной безопасности;2017;Engin;3;12;350;8400;34650;18;1925.0;0;2;25;3;3;12;350;8400;34650;18;1925.0;0;2;25;2;9;1;0;0;0;0;0;0;80.773
6430;11400;;ИНЭКА (КамПИ);Автомеханический;2015;Engin;1;28;10;10500;87260;203;429.852;0;6;9;12;2;22;200;16900;77550;109;711.4680000000001;1;3;15;1;18;1;0;0;0;0;44510;44510;80.773
6431;11401;;АГНИ;Энергетики и автоматики;2016;Engin;3;3;10;10;10;1;10.0;0;0;34;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;80.773
6432;11413;;КГТУ-КАИ им. Туполева;Институт автоматики и электронного приборостроения;2014;Engin;1;36;20;50;70;2;35.0;35;35;1;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;50;50;80.773
6433;11415;Жен;КГТУ-КАИ им. Туполева;Институт радиоэлектроники и телекоммуникаций;2016;Engin;4;35;50;7000;31610;73;433.014;0;12;2;6;16;33;80;5300;7830;19;412.105;0;13;4;2;5;0;6200;4400;-1800;0;0;0;80.773
6434;11416;Муж;КГТУ-КАИ им. Туполева;Институт авиации, наземного транспорта и энергетики;2014;Engin;1;33;10;6600;19820;43;460.93;0;7;4;8;5;31;150;6600;19400;17;1141.18;1;7;6;1;12;0;0;0;0;0;30;30;80.773
6435;11417;Муж;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Институт электронной техники и машиностроения;2015;Engin;1;36;10;12100;140390;148;948.581;0;7;1;15;4;29;40;13000;84590;44;1922.5;0;3;8;3;22;1;350;5200;4850;0;100;100;80.773
6436;11422;;БИТИ НИЯУ МИФИ (бывш. БИТТУ (филиал СГТУ));Энергетический (бывш. Инженерно-строительный);2014;Engin;1;14;10;5600;9490;16;593.125;0;6;23;4;1;5;300;1300;2600;3;866.6669999999999;1;3;32;1;3;0;0;0;0;0;0;0;80.773
6437;11423;Муж;СНИУ (бывш. СГАУ им. Королева);Институт электроники и приборостроения (Радиотехнический);2017;Engin;18;34;30;1100;2100;8;262.5;2;6;3;2;18;34;70;1100;2120;4;530.0;3;8;3;1;4;0;0;0;0;0;2070;2070;80.773
6438;11434;Муж;СамГУПС;Подвижной состав и путевые машины (Транспортной техники и сооружений);2015;Engin;1;36;50;7200;56310;95;592.737;0;3;1;4;1;36;100;9700;57250;68;841.9119999999999;0;3;1;4;30;0;20200;37650;17450;0;0;0;80.773
6439;11437;Муж;СГАСУ;Инженерных систем и природоохранного строительства;2016;Engin;7;31;30;500;1240;9;137.778;0;14;6;3;24;34;100;700;1200;6;200.0;1;4;3;1;5;0;0;0;0;0;640;640;80.773
6440;11441;Муж;ТГУ (бывш. ТолПИ, филиал СГПУ);Институт машиностроения (бывш. Автомеханический институт);2014;Engin;1;36;60;2400;37740;293;128.805;0;1;1;3;1;35;150;3500;38950;43;905.814;1;2;2;1;30;0;0;0;0;0;28280;28280;80.773
